3044,健鼎,TSE,M23B2D 硬板及其他
3045,台灣大,TSE,M23K3 電信及IDC
3046,建碁,TSE,M23B1 主機板
3047,訊舟,TSE,M23E1 數據機
3048,益登,TSE,M23T2 零組件代理
3049,和鑫,TSE,M23C8E 觸控面板
3050,鈺德,TSE,M23C4A 光碟
3051,力特,TSE,M23C8C LCD 原料
3052,夆典,TSE,M25A 建設
3054,立萬利,TSE,M23C3 PC週邊
3055,蔚華科,TSE,M23H3 設備通路
3056,總太,TSE,M25A 建設
3057,喬鼎,TSE,M23C4B 硬碟磁碟
3058,立德,TSE,M23D3 電源供應器
3059,華晶科,TSE,M23UZ 消費性電子
3060,銘異,TSE,M23C4B 硬碟磁碟
3062,建漢,TSE,M23E2 網路卡
3064,泰偉,OTC,M23B5B 工業電腦
3066,李洲,OTC,M23C6C 封裝及應用
3067,全域,OTC,M23U2 聲學產品
3071,協禧,OTC,M23D9B 散熱零組件
3073,天方能源,OTC,M23C7E 太陽能系統
3078,僑威,OTC,M23D3 電源供應器
3081,聯亞,OTC,M23G3A 化合物SEMI
3083,網龍,OTC,M23X2 遊戲軟體
3085,新零售,OTC,M23K4 電商及XaaS
3086,華義,OTC,M23X2 遊戲軟體
3088,艾訊,OTC,M23B5B 工業電腦
3089,億杰,OTC,M23D5 被動元件
3090,日電貿,TSE,M23T2 零組件代理
3092,鴻碩,TSE,M23D2 連接器
3093,港建,OTC,M23H3 設備通路
3094,聯傑,TSE,M23G5 IC設計
3095,及成,OTC,M23D4 機殼
3105,穩懋,OTC,M23G3A 化合物SEMI
3114,好德,OTC,M23T2 零組件代理
3115,寶島極,OTC,M23B3X PCB材-其他
3118,進階,OTC,M17G 醫療耗材
3122,笙泉,OTC,M23G5 IC設計
3128,昇銳,OTC,M23C9 安全監控
3130,一零四,TSE,M23K4 電商及XaaS
3131,弘塑,OTC,M23H2 電機設備
